Personagem,Fala
Covert_Ops_Lex_voice_lines,"  ""Did you really think death could stop me?"""
Covert_Ops_Lex_voice_lines,"  ""Let me show you how it's done."""
Covert_Ops_Lex_voice_lines,"  ""All I deliver is Lexcellence!"""
Covert_Ops_Lex_voice_lines,"  ""I am here for one thing, completing the mission."""
Covert_Ops_Lex_voice_lines,"  ""Check our rear!"""
Covert_Ops_Lex_voice_lines,"  ""Behind us!"""
Covert_Ops_Lex_voice_lines,"  ""Above us!"""
Covert_Ops_Lex_voice_lines,"  ""Aerial targets!"""
Covert_Ops_Lex_voice_lines,"  ""Sniper!"""
Covert_Ops_Lex_voice_lines,"  ""Marksman spotted!"""
Covert_Ops_Lex_voice_lines,"  ""Give me that juice."""
Covert_Ops_Lex_voice_lines,"  ""Patch me up, doc."""
Covert_Ops_Lex_voice_lines," ""Not just yet."""
Covert_Ops_Lex_voice_lines," ""I can't use that yet."""
Cuddly_Moji_voice_lines,"  ""Moji, Oh! and Mr. Snugglesworth too."""
Cuddly_Moji_voice_lines,"  ""Let's go make new friends!"""
Cuddly_Moji_voice_lines,"  ""Mr. Snugglesworth is my best friend and we're here to collect all the toys in the realm! Who wants to go with me?"""
Cuddly_Moji_voice_lines,"  ""Wee, this is fun."""
Cuddly_Moji_voice_lines,"  ""Gogogogogogogogo."""
Cuddly_Moji_voice_lines,"  ""I tear easily."""
Cuddly_Moji_voice_lines,"  ""The bad people can't get me now."""
Cuddly_Moji_voice_lines,"  ""Go, Mr. Sungglesworth"""
Cuddly_Moji_voice_lines,"  ""Can't catch me."""
Cuddly_Moji_voice_lines,"  ""Snack time, Mr. Snugglesworth."" (enemy/self)"
Cuddly_Moji_voice_lines,"  ""Abecadambra."" (ally)"
Cuddly_Moji_voice_lines," ""ummm... I want this one."""
Cuddly_Moji_voice_lines,"  ""NO"""
Cuddly_Moji_voice_lines,"  ""Not yet."""
Cuddly_Moji_voice_lines,"  ""Oww-Oww-Oww. Stop that."""
Cuddly_Moji_voice_lines,"  ""I'm gonna lose a button."""
Cuddly_Moji_voice_lines,"  ""Time out."""
Cuddly_Moji_voice_lines,"  ""How rude."""
Cuddly_Moji_voice_lines,"  ""I don't like bugs."" (Willo)"
Cuddly_Moji_voice_lines,"  ""First Fluff."""
Cuddly_Moji_voice_lines,"  ""Get fluffed."""
Cuddly_Moji_voice_lines,"  ""Tag you're it."""
Cuddly_Moji_voice_lines,"  ""The bad people go nighty-night."""
Cuddly_Moji_voice_lines,"   ""Why are you so sharp?"" (Androxus)"
Cuddly_Moji_voice_lines,"   ""You're so fluffy."" (Pip)"
Cuddly_Moji_voice_lines,"  ""All the toys in the realm are ours."""
Cuddly_Moji_voice_lines,"  ""We did so good everyone!"""
Cuddly_Moji_voice_lines,"  ""Hey, those are my toys!"""
Cuddly_Moji_voice_lines,"  ""You should ask before taking."""
Cuddly_Moji_voice_lines,"  ""We did so good Mr. Snugglesworth"""
Cuddly_Moji_voice_lines,"  ""Thanks for playing with me everyone."""
Cuddly_Moji_voice_lines,"  ""We need to stitch you up, Mr. Sungglesworth, I don't want your stuffing falling out."""
Cuddly_Moji_voice_lines,"  ""I need a hug."""
Cuddly_Moji_voice_lines,"  ""You got a pouty face, hahaha!"""
Cuddly_Moji_voice_lines,"  ""Hey, play nice. Don't make me send Mr. Snugglesworth after you."""
Cuddly_Moji_voice_lines,"  ""Who did your stitching?"""
Cuddly_Moji_voice_lines,"  ""What happened to the cat who ate a ball of yarn? She had mittens!"""
Cuddly_Moji_voice_lines,"  ""It's hard to move, can you give me a hand?"""
Cuddly_Moji_voice_lines,"  ""What does Mr. Snugglesworth say after dessert, I'm stuffed!"""
Cuddly_Moji_voice_lines,"  ""Hahahaha"""
Cuddly_Moji_voice_lines,"  ""Hahaha"""
Cuddly_Moji_voice_lines,"  ""Oooh! Hehehe!"""
Cuddly_Moji_voice_lines,"  ""It's time to play."""
Cuddly_Moji_voice_lines,"  ""Are you Mr. Snugglesworth's brother?"" (Makoa)"
Cuddly_Moji_voice_lines,"  ""That looks really sharp."" (Zhin)"
Cuddly_Moji_voice_lines,"  ""All stitched up."""
Cuddly_Moji_voice_lines,"  ""This is why you don't make Mr. Snugglesworth angry."""
Cuddly_Moji_voice_lines,"  ""Look-look-look. Everyone's watching us!"""
Cuddly_Moji_voice_lines,"  ""Yay. You fixed me, now let's go play."""
Cuddly_Moji_voice_lines,"  ""Ooooh, Shiny."""
Cuddly_Moji_voice_lines,"  ""New toys."""
Cuddly_Moji_voice_lines,"  ""Mmmmm... Come on, we're gonna be late."""
Cuddly_Moji_voice_lines,"  ""Behind us, don't turn around."""
Cuddly_Moji_voice_lines,"  ""I don't wanna turn around."""
Cuddly_Moji_voice_lines,"  ""They're flying, woah."""
Cuddly_Moji_voice_lines,"  ""Look at the sky."""
Cuddly_Moji_voice_lines,"  ""Careful, they have a sniper."""
Cuddly_Moji_voice_lines,"  ""Sniper. Watch out."""
Cuddly_Moji_voice_lines,"  ""Stitch me up."""
Cuddly_Moji_voice_lines,"  ""I've got a boo-boo."""
Dark_Lord_Torvald_voice_lines,"  ""High vizier Torvald!"""
Dark_Lord_Torvald_voice_lines,"  ""I know what I like: I like evil! And I like what I know!"""
Dark_Lord_Torvald_voice_lines,"  ""What the use of being good, when you are evil?"""
Dark_Lord_Torvald_voice_lines,"  ""It will be so!"""
Dark_Lord_Torvald_voice_lines,"  ""I ride on winds of terror!"""
Dark_Lord_Torvald_voice_lines,"  ""Silence!"""
Dark_Lord_Torvald_voice_lines,"  ""Give me your power!"""
Dark_Lord_Torvald_voice_lines,"  ""Evil guide you!"""
Dark_Lord_Torvald_voice_lines,"  ""Do my bidding!"""
Dark_Lord_Torvald_voice_lines,"  ""Power courses through me!"""
Dark_Lord_Torvald_voice_lines,"  ""My pain will be inflicted on others!"""
Dark_Lord_Torvald_voice_lines,"  ""It's working! It's working!"" (enemy/self)"
Dark_Lord_Torvald_voice_lines,"  ""Evil overwhelming!"" (friendly)"
Dark_Lord_Torvald_voice_lines,"  ""Acceptable."""
Dark_Lord_Torvald_voice_lines,"  ""Good. Good!"""
Dark_Lord_Torvald_voice_lines,"  ""A guaranteed disaster... I love it!"""
Dark_Lord_Torvald_voice_lines,"  ""Can't use that."""
Dark_Lord_Torvald_voice_lines,"  ""Need more power."""
Dark_Lord_Torvald_voice_lines,"  ""This does not phase me."""
Dark_Lord_Torvald_voice_lines,"  ""Ugh... did that hit a tube?"""
Dark_Lord_Torvald_voice_lines,"  ""Argh!"""
Dark_Lord_Torvald_voice_lines,"  ""This... is my life."""
Dark_Lord_Torvald_voice_lines,"  ""Hot little light!"""
Dark_Lord_Torvald_voice_lines,"  ""Heal me and I'll only return stronger."""
Dark_Lord_Torvald_voice_lines,"  ""This is not my destiny!"""
Dark_Lord_Torvald_voice_lines,"  ""My power surges."""
Dark_Lord_Torvald_voice_lines,"  ""I absorb the essence."""
Dark_Lord_Torvald_voice_lines,"  ""Death... does not follow... a god."""
Dark_Lord_Torvald_voice_lines,"  ""I'll be back..."""
Dark_Lord_Torvald_voice_lines,"  ""Deah... by robot..."" (Ruckus)"
Dark_Lord_Torvald_voice_lines,"  ""I will turn you into a service box..."" (Ruckus)"
Dark_Lord_Torvald_voice_lines,"  ""The power was mine!"" (Skye)"
Dark_Lord_Torvald_voice_lines,"  ""I will be avenged!"" (Skye)"
Dark_Lord_Torvald_voice_lines,"  ""You thought you would get first blood, but it was me, Torvald!"""
Dark_Lord_Torvald_voice_lines,"  ""When you're evil, nobody tells you the truth."""
Dark_Lord_Torvald_voice_lines,"  ""Are you trying to impress me, fool?!"""
Dark_Lord_Torvald_voice_lines,"  ""What kills you, makes me stronger."""
Dark_Lord_Torvald_voice_lines,"  ""Yes, the suffering!"""
Dark_Lord_Torvald_voice_lines,"  ""Don't worry about getting to the point. I live forever!"""
Dark_Lord_Torvald_voice_lines,"  ""You do not meet my expectations!"" (Cassie)"
Dark_Lord_Torvald_voice_lines,"  ""Who is your master?"" (Cassie)"
Dark_Lord_Torvald_voice_lines,"  ""No fire, just brimstone."" (Fernando)"
Dark_Lord_Torvald_voice_lines,"  ""Succumb to the corruption!"" (Fernando)"
Dark_Lord_Torvald_voice_lines,"  ""Princess... down."" (Lian)"
Dark_Lord_Torvald_voice_lines,"  ""Your lineage ends here."" (Lian)"
Dark_Lord_Torvald_voice_lines,"  ""I expected more of you."" (Strix)"
Dark_Lord_Torvald_voice_lines,"  ""You're realived of your duties."" (Strix)"
Dark_Lord_Torvald_voice_lines,"  ""You are not a worthy successor."" (Zhin)"
Dark_Lord_Torvald_voice_lines,"  ""You have yet to achieve your full potential."" (Zhin)"
Dark_Lord_Torvald_voice_lines,"  ""It's evil, and I'm good at it!"""
Dark_Lord_Torvald_voice_lines,"  ""Who has two hands and your soul? Me! Get it? Ha-ha-ha-ha! Why aren't you laughing?"""
Dark_Lord_Torvald_voice_lines,"  ""Not living is what makes evil great!"""
Dark_Lord_Torvald_voice_lines,"  ""This soul belongs to me!"""
Dark_Lord_Torvald_voice_lines,"  ""More power!"""
Dark_Lord_Torvald_voice_lines,"  ""Dominations is ours!"""
Dark_Lord_Torvald_voice_lines,"  ""They dare attack my base?!"""
Dark_Lord_Torvald_voice_lines,"  ""Enemies on the objective! Unacceptable!"""
Dark_Lord_Torvald_voice_lines,"  ""This is the ideal outcome."""
Dark_Lord_Torvald_voice_lines,"  ""Our power grows!"""
Dark_Lord_Torvald_voice_lines,"  ""This is unacceptable!"""
Dark_Lord_Torvald_voice_lines,"  ""I lend you my power, and this is how I'm repaid?!"""
Dark_Lord_Torvald_voice_lines,"  ""Should I kill you now, or torture you later?"""
Dark_Lord_Torvald_voice_lines,"  ""You shall experience every shade of agony!"""
Dark_Lord_Torvald_voice_lines,"  ""Ha-ha-ha, what hope did you have against me, fool?!"""
Dark_Lord_Torvald_voice_lines,"  ""I'm not misunderstood. I'm just evil."""
Dark_Lord_Torvald_voice_lines,"  ""Resistance? Mha-ha-ha-ha-ha!"""
Dark_Lord_Torvald_voice_lines,"  ""Pew-pew-pew-pew! Die! Pew-pew-pew-pew!"""
Dark_Lord_Torvald_voice_lines,"  ""*Laughing*"""
Dark_Lord_Torvald_voice_lines,"  ""*Laughing*"""
Dark_Lord_Torvald_voice_lines,"  ""*Laughing*...*chokes*"""
Dark_Lord_Torvald_voice_lines,"  ""They shall learn what it means to cross me!"""
Dark_Lord_Torvald_voice_lines,"  ""Are you going to bow before me, fool?"" (AYA)"
Dark_Lord_Torvald_voice_lines,"  ""Evil is like conviction. I'm full of both."" (BJ)"
Dark_Lord_Torvald_voice_lines,"  ""Why do you insist on punishing yourself with mediocrity?"" (Grover)"
Dark_Lord_Torvald_voice_lines,"  ""Evil can't buy happiness. It is happiness."" (IAS)"
Dark_Lord_Torvald_voice_lines,"  ""What is this? Paladin's parliament?"" (Lian)"
Dark_Lord_Torvald_voice_lines,"  ""I don't do hugs."" (Fernando)"
Dark_Lord_Torvald_voice_lines,"  ""What happened in your childhood to make you believe people are good?"" (Talus)"
Dark_Lord_Torvald_voice_lines,"  ""There're no good ideas. Only bad ideas done horribly right."" (TWBAGF)"
Dark_Lord_Torvald_voice_lines,"  ""Evil is best friend."" (YAST)"
Dark_Lord_Torvald_voice_lines,"  ""I'm what you're missing. I'm the third hit."" (YS)"
Dark_Lord_Torvald_voice_lines,"  ""Fight for me. I wont pay you, but it's good exposure."" (YWFFM)"
Dark_Lord_Torvald_voice_lines,"  ""This is my realm!"""
Dark_Lord_Torvald_voice_lines,"  ""Controlling the sector!"""
Dark_Lord_Torvald_voice_lines,"  ""My power grows!"""
Dark_Lord_Torvald_voice_lines,"  ""Absolute power!"""
Dark_Lord_Torvald_voice_lines,"  ""No mercy!"""
Dark_Lord_Torvald_voice_lines,"  ""Die, fool!"""
Dark_Lord_Torvald_voice_lines,"  ""I do not embellish my accomplishments."""
Dark_Lord_Torvald_voice_lines,"  ""This is mine. I made this."""
Dark_Lord_Torvald_voice_lines,"  ""I feel like an evil nap. It's like a regular nap, but evil."""
Dark_Lord_Torvald_voice_lines,"  ""What are you looking at, fool?!"""
Dark_Lord_Torvald_voice_lines,"  ""I return!"""
Dark_Lord_Torvald_voice_lines,"  ""Evil embraces me!"""
Dark_Lord_Torvald_voice_lines,"  ""Choosing is my favorite sin. Never enough credits."""
Dark_Lord_Torvald_voice_lines,"  ""You are an excellent minion!"""
Dark_Lord_Torvald_voice_lines,"  ""Evil flows through you."""
Dark_Lord_Torvald_voice_lines,"  ""I make evil look good."""
Dark_Lord_Torvald_voice_lines,"  ""The power is mine!"""
Dark_Lord_Torvald_voice_lines,"  ""Cold. Like my soul."" (Ice)"
Dark_Lord_Torvald_voice_lines,"  ""Do you hear the silence? It's perfect."" (Ice)"
Dark_Lord_Torvald_voice_lines,"  ""You shall do my bidding!"""
Dark_Lord_Torvald_voice_lines,"  ""Upgrading my systems."""
Dark_Lord_Torvald_voice_lines,"  ""Smells like evil."""
Dark_Lord_Torvald_voice_lines,"  ""They dare flank?!"""
Dark_Lord_Torvald_voice_lines,"  ""Enemies behind!"""
Dark_Lord_Torvald_voice_lines,"  ""Stop this attack!"""
Dark_Lord_Torvald_voice_lines,"  ""Enemies are pushing the payload!"""
Dark_Lord_Torvald_voice_lines,"  ""Death from above!"""
Dark_Lord_Torvald_voice_lines,"  ""Enemies above us!"""
Dark_Lord_Torvald_voice_lines,"  ""Sniper! Outlong!"""
Dark_Lord_Torvald_voice_lines,"  ""A sniper is shooting at me!"""
Dark_Lord_Torvald_voice_lines,"  ""What's this power?"""
Dark_Lord_Torvald_voice_lines,"  ""This power is excruciating!"""
Dark_Lord_Torvald_voice_lines,"  ""Gather, minions!"""
Dark_Lord_Torvald_voice_lines,"  ""Group up!"""
Dark_Lord_Torvald_voice_lines,"  ""I need healing!"""
Dark_Lord_Torvald_voice_lines,"  ""Heal me!"""
Dark_Lord_Torvald_voice_lines,"  ""Help the fronline!"""
Dark_Lord_Torvald_voice_lines,"  ""Minions, help the frontline!"""
Dark_Lord_Torvald_voice_lines,"  ""Attack the objective!"""
Dark_Lord_Torvald_voice_lines,"  ""Moving on the objective!"""
Dark_Lord_Torvald_voice_lines,"  ""Yes, progress!"""
Dark_Lord_Torvald_voice_lines,"  ""The payload moves!"""
Dark_Lord_Torvald_voice_lines,"  ""Press this payload!"""
Dark_Lord_Torvald_voice_lines,"  ""We must defend the payload!"""
Dark_Lord_Torvald_voice_lines,"  ""The final hour."""
Dark_Lord_Torvald_voice_lines,"  ""Victory is near!"""
Dark_Lord_Torvald_voice_lines,"  ""I must regroup."""
Day_Walker_Vivian_voice_lines,"  ""Vivian."""
Day_Walker_Vivian_voice_lines,"  ""If you want to kill a monster, then send a monster."""
Day_Walker_Vivian_voice_lines,"  ""Come closer, I wont bite... Hard!"""
Day_Walker_Vivian_voice_lines,"  ""Goin' to be sore later."""
Day_Walker_Vivian_voice_lines,"  ""Most creatures aren't so accommodating!"""
Day_Walker_Vivian_voice_lines,"  ""Come if you dare."""
Day_Walker_Vivian_voice_lines,"  ""Not today, love."""
Day_Walker_Vivian_voice_lines,"  ""You can't escape."""
Day_Walker_Vivian_voice_lines,"  ""I see you."""
Day_Walker_Vivian_voice_lines,"  ""Have you met my friends?"" (enemy/self)"
Day_Walker_Vivian_voice_lines,"  ""Hold it."""
Day_Walker_Vivian_voice_lines,"  ""Not yet."""
Day_Walker_Vivian_voice_lines,"  ""How rude."""
Day_Walker_Vivian_voice_lines,"  ""You curr."""
Day_Walker_Vivian_voice_lines,"  ""How clumsy..."""
Day_Walker_Vivian_voice_lines,"  ""Missed my heart...!"""
Day_Walker_Vivian_voice_lines,"  ""Kids these days..."" (Talus)"
Day_Walker_Vivian_voice_lines,"  ""Spare the sanctimony..."" (Furia)"
Day_Walker_Vivian_voice_lines,"  ""No blood is tastier than first blood."""
Day_Walker_Vivian_voice_lines,"  ""They're killing me... With boredom."""
Day_Walker_Vivian_voice_lines,"  ""Oh, behave!"""
Day_Walker_Vivian_voice_lines,"  ""What a waste of good blood."""
Day_Walker_Vivian_voice_lines,"  ""You've never hunted a REAL monster."" (Tyra)"
Day_Walker_Vivian_voice_lines,"  ""Sorry, but you are just not my type."" (Fernando)"
Day_Walker_Vivian_voice_lines,"  ""I take what I want."""
Day_Walker_Vivian_voice_lines,"  ""The hunt continues."""
Day_Walker_Vivian_voice_lines,"  ""Don't forget about the point."""
Day_Walker_Vivian_voice_lines,"  ""They're taking the objective."""
Day_Walker_Vivian_voice_lines,"  ""Is it over already?"""
Day_Walker_Vivian_voice_lines,"  ""*Yaws* ...Wake me up in another century."""
Day_Walker_Vivian_voice_lines,"  ""Guess I got a bit careless..."""
Day_Walker_Vivian_voice_lines,"  ""We'll be back with sharper tools!"""
Day_Walker_Vivian_voice_lines,"  ""Stand still. Or this stake is going somewhere worse than the heart."""
Day_Walker_Vivian_voice_lines,"  ""Just think of this as a generous blood donation."""
Day_Walker_Vivian_voice_lines,"  ""Careful, I bite back."""
Day_Walker_Vivian_voice_lines,"  ""I have an uncle near here, everyone calls him mental, but I think he's just a bit batty."""
Day_Walker_Vivian_voice_lines,"  ""Stay away from sailor blood. Last time, I woke up two days later in a chicken coop."""
Day_Walker_Vivian_voice_lines,"  ""Do I have something in my teeth? I'd check a mirror but... You know..."""
Day_Walker_Vivian_voice_lines,"  ""Uhmhmhmhm"""
Day_Walker_Vivian_voice_lines,"  ""Umm... hmmmhahaha."""
Day_Walker_Vivian_voice_lines,"  ""Hahahahaha"""
Day_Walker_Vivian_voice_lines,"  ""The blood moon rises."""
Day_Walker_Vivian_voice_lines,"  ""*Yaws* Is it time already?"""
Day_Walker_Vivian_voice_lines,"  ""Death is such a nice respite."""
Day_Walker_Vivian_voice_lines,"  ""Careful boy. (You) Never know what'll jump out of the shadows and make you its meal!"" (Talus)"
Day_Walker_Vivian_voice_lines,"  ""Welcome to the eternity, dear captain. Hope you have a hobby."" (Dredge)"
Day_Walker_Vivian_voice_lines,"  ""Everything dies if you put enough holes in it."""
Day_Walker_Vivian_voice_lines,"  ""When you've lived as long as I have, you stop caring about little things like... Collateral damage."""
Day_Walker_Vivian_voice_lines,"  ""Hunting a vampire isn't easy. They're faster than you, stronger and smarter. So, be glad you have one on your side now."""
Day_Walker_Vivian_voice_lines,"  ""Can never have enough stakes."""
Day_Walker_Vivian_voice_lines,"  ""A little indulgence never hurt."""
Day_Walker_Vivian_voice_lines,"  ""Behind!"""
Day_Walker_Vivian_voice_lines,"  ""Watch your back!"""
Day_Walker_Vivian_voice_lines,"  ""Look out above!"""
Day_Walker_Vivian_voice_lines,"  ""They're above us!"""
Day_Walker_Vivian_voice_lines,"  ""Sniper!"""
Day_Walker_Vivian_voice_lines,"  ""Can I get a bloody heal?."""
Day_Walker_Vivian_voice_lines,"  ""Heal me."""
Day_Walker_Vivian_voice_lines,"  ""Not bad, warm bloods. Enjoy your token."""
Day_Walker_Vivian_voice_lines,"  ""Where's that blasted captain left me this time?"""
Day_Walker_Vivian_voice_lines,"  ""Do I make your blood boil?"""
Day_Walker_Vivian_voice_lines,"  ""Ta-ta. You have been a wonderful diversion."""
Death_Speaker_Ying_voice_lines,"  ""Ying."""
Death_Speaker_Ying_voice_lines,"  ""I am the shadow that will draw the light from your eyes."""
Death_Speaker_Ying_voice_lines,"  ""There can be no doubt about it, I am a monster and you should fear me."""
Death_Speaker_Ying_voice_lines,"  ""I heed the call."""
Death_Speaker_Ying_voice_lines,"  ""Obey me, creature!"""
Death_Speaker_Ying_voice_lines,"  ""Shatter."""
Death_Speaker_Ying_voice_lines,"  ""Break."""
Death_Speaker_Ying_voice_lines,"  ""Minion, come forth."""
Death_Speaker_Ying_voice_lines,"  ""You are summoned."""
Death_Speaker_Ying_voice_lines,"  ""Vanish."""
Death_Speaker_Ying_voice_lines,"  "" I will return."""
Death_Speaker_Ying_voice_lines,"  ""Time to take charge."" (enemy/self)"
Death_Speaker_Ying_voice_lines,"  ""We are stronger together."" (Friendly)"
Death_Speaker_Ying_voice_lines,"  ""Wait."""
Death_Speaker_Ying_voice_lines,"  ""Be still."""
Death_Speaker_Ying_voice_lines,"  ""You dare strike me?"""
Death_Speaker_Ying_voice_lines,"  ""They will suffer."""
Death_Speaker_Ying_voice_lines,"  ""Death is only the beginning."""
Death_Speaker_Ying_voice_lines,"  ""I fade... but I will return."""
